"stars","funny","useful","cool","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","biz_stars","words","user_review_count","year","mday","month","wdaySun1","isWeekend"
2,0,1,1,4,181,4,74,4,5,1,3.5,34,3,2012,21,11,4,0
3,0,0,0,22,339,3.9,157,67,4,1,3.5,70,50,2010,20,12,2,0
3,0,0,0,5,628,3.85,51,16,3,0,4,116,28,2011,5,7,3,0
1,3,3,1,50,285,3.11,3,117,80,1,1.5,45,74,2011,6,2,1,1
4,0,0,0,258,1334,3.79,197,781,190,1,2,244,547,2011,11,1,3,0
5,0,0,0,0,791,5,107,0,0,1,3.5,147,1,2009,7,12,2,0
3,0,6,4,1045,432,3.9,25,1432,916,1,4,84,134,2012,29,3,5,0
2,1,1,0,51,833,3.44,148,106,24,1,3.5,161,61,2010,27,1,4,0
2,0,0,0,1,203,3.45,30,6,0,1,3,36,11,2010,18,8,4,0
1,0,0,0,0,212,1,49,0,0,1,3,39,2,2011,26,2,7,1
4,0,0,1,53,262,4.03,129,72,17,1,3.5,45,29,2011,12,11,7,1
1,0,2,1,1,420,1,19,3,0,1,4,81,1,2012,27,5,1,1
2,1,2,0,1,678,1.5,74,9,1,1,4,129,4,2012,20,12,5,0
5,1,1,1,70,720,3.01,18,161,52,1,4.5,122,98,2009,4,4,7,1
4,0,3,1,424,666,3.84,63,576,317,1,4,120,424,2007,26,7,5,0
2,1,1,0,22,239,3.88,42,49,20,1,2.5,47,113,2012,5,1,5,0
5,0,0,0,14,201,3.59,117,54,18,1,4.5,40,97,2013,4,1,6,0
1,1,1,0,45,25,3.5,10,86,27,1,3.5,5,66,2010,31,10,1,1
3,1,1,0,83,438,3.43,21,170,39,0,3.5,90,111,2009,24,11,3,0
3,1,4,2,181,718,3.8,69,339,137,1,4.5,139,162,2011,16,11,4,0
3,0,0,0,657,492,3.63,3,1010,181,1,3.5,97,889,2010,3,6,5,0
2,0,1,0,46,861,3.16,160,140,55,1,4,162,183,2011,19,5,5,0
5,2,3,3,117,535,4.07,227,159,72,1,4,107,68,2008,7,12,1,1
3,0,1,0,26,1395,3.69,7,69,29,1,3,277,152,2011,16,12,6,0
5,0,1,1,102,219,4.05,52,195,77,1,3,39,118,2012,8,1,1,1
4,0,0,0,1,1090,2.5,84,11,6,1,3.5,214,6,2011,10,9,7,1
4,0,1,2,56,483,4.29,6,79,34,0,4.5,80,28,2008,25,8,2,0
1,4,4,5,53,2662,3,109,52,38,0,3.5,475,6,2008,16,11,1,1
4,0,0,0,1,309,3.85,6,7,1,1,3.5,63,16,2012,28,3,4,0
2,0,2,3,20,1362,3.33,73,30,11,1,3,260,9,2009,12,12,7,1
5,0,0,0,1,408,5,6,0,0,1,5,80,6,2012,16,2,5,0
3,0,0,0,4,54,3.93,79,3,0,1,3,10,14,2012,7,2,3,0
1,0,1,0,0,1576,2.33,22,1,0,1,4.5,274,3,2012,20,8,2,0
4,2,5,5,0,1981,0,31,0,0,1,4,365,0,2008,29,6,1,1
5,0,0,0,2,764,4.14,735,16,2,1,4.5,142,21,2011,11,2,6,0
4,0,0,0,7,121,3.37,333,33,12,1,4.5,20,62,2009,2,12,4,0
1,1,0,0,6,252,2.43,268,18,7,1,4,44,8,2011,20,12,3,0
4,3,5,4,958,2319,3.42,125,1455,1220,1,4.5,429,338,2011,31,3,5,0
4,2,3,3,667,157,3.17,61,941,589,1,4.5,31,265,2007,9,7,2,0
5,0,0,0,104,614,4.23,8,181,75,1,4.5,113,129,2011,5,7,3,0
4,0,0,0,161,1500,3.94,69,233,89,1,4.5,267,101,2009,27,11,6,0
3,0,0,0,2,2462,3.26,549,9,1,1,4,461,33,2013,4,1,6,0
4,0,0,0,2,145,3.87,14,7,2,1,4,25,30,2012,13,2,2,0
4,0,4,0,28,602,4.4,70,38,9,1,3.5,113,30,2009,23,2,2,0
5,0,2,1,76,1194,3.71,362,145,26,1,3.5,227,136,2010,2,3,3,0
1,2,4,1,11,2258,3.73,135,26,9,1,4,396,11,2012,18,8,7,1
2,1,1,1,7,166,3.8,122,7,3,1,3.5,33,21,2009,24,9,5,0
4,0,1,2,523,147,4.21,171,723,243,1,3.5,29,223,2011,11,8,5,0
3,0,1,0,22,302,3.22,31,86,17,1,3.5,54,46,2012,30,3,6,0
5,0,1,0,36,1484,3.49,177,72,63,1,4,276,63,2011,13,5,6,0
3,0,0,0,47,281,3.51,13,129,42,0,2.5,55,72,2009,19,2,5,0
1,0,4,1,8,103,3.75,52,12,1,1,3,16,4,2007,14,7,7,1
1,1,1,1,6,19,3.34,17,41,9,1,3.5,5,38,2012,21,2,3,0
5,0,1,0,6,298,4.2,87,26,10,1,4,47,44,2011,30,7,7,1
4,0,0,0,0,199,4.5,224,0,0,1,4,40,4,2011,9,12,6,0
2,2,1,0,10,777,2.76,333,36,20,1,4.5,144,34,2011,2,10,1,1
5,0,1,0,0,198,5,89,5,0,1,3.5,38,5,2012,18,4,4,0
2,0,1,0,432,1705,3.73,73,608,302,1,3.5,310,325,2011,21,6,3,0
2,2,3,1,17,723,3.17,85,86,23,1,4.5,139,46,2012,20,9,5,0
3,0,1,1,4,973,3.79,4,5,0,1,3,183,14,2012,13,4,6,0
4,0,1,2,87,356,3.8,101,149,57,1,4,53,66,2009,3,2,3,0
5,1,2,2,2640,840,4.16,97,3118,1815,1,4,151,561,2010,26,8,5,0
1,3,3,1,19,3554,3.3,4,32,17,1,3.5,707,10,2009,19,12,7,1
5,0,0,0,1,113,4.83,3,1,0,1,4.5,17,6,2012,30,5,4,0
5,1,4,2,1423,441,4.08,5,1787,830,1,4.5,73,289,2009,29,4,4,0
2,0,4,0,6,1085,3.92,269,16,1,1,4,197,14,2011,24,7,1,1
2,6,1,1,2025,469,3.99,5,2685,1209,1,3,92,900,2008,10,4,5,0
3,4,1,1,247,67,3.47,10,371,268,1,3.5,9,156,2008,1,7,3,0
2,0,0,0,5,1996,4,145,15,8,1,4,387,19,2012,7,11,4,0
3,0,1,1,3,233,3.68,102,9,2,1,4,43,19,2011,18,1,3,0
1,1,1,1,0,709,0,3,0,0,1,2,115,0,2012,15,7,1,1
4,0,1,1,2,38,3.82,94,1,2,1,3,9,11,2010,16,6,4,0
4,0,1,0,206,927,3.79,3,335,143,1,4.5,169,182,2012,26,5,7,1
4,0,0,0,5,1054,2.15,58,53,24,1,3.5,197,53,2011,22,7,6,0
2,2,1,2,2186,716,3.92,4,3241,1635,1,3,136,1698,2012,13,9,5,0
3,0,0,0,33,31,4.25,78,59,35,1,4,5,116,2010,8,8,1,1
2,0,4,1,80,1532,3.85,155,213,46,1,3.5,288,137,2011,26,8,6,0
5,2,2,2,576,1349,3.43,450,918,666,1,4.5,250,393,2008,15,12,2,0
2,2,2,1,874,1797,3.54,24,1303,1254,1,2.5,316,310,2012,31,12,2,0
2,2,4,2,42,1073,3.31,64,77,49,1,4.5,198,39,2008,18,3,3,0
3,0,0,0,25,299,3.89,117,70,12,1,3.5,54,91,2012,19,2,1,1
3,1,2,2,84,227,4.22,69,127,70,1,3.5,47,51,2010,18,7,1,1
4,3,4,4,639,2024,3.84,80,768,837,1,4,382,104,2009,27,9,1,1
4,6,7,8,1875,476,3.39,26,2291,1860,1,3.5,90,186,2010,17,2,4,0
4,0,0,0,206,315,3.79,184,335,143,1,4,55,182,2011,27,1,5,0
4,0,0,0,18,858,3.83,28,108,21,1,4,149,101,2011,18,11,6,0
3,0,0,0,0,173,4,74,0,0,1,3.5,31,4,2012,12,11,2,0
2,0,2,1,186,4144,3.67,46,280,109,1,3.5,790,69,2012,25,6,2,0
5,0,0,0,6,1427,4.08,36,17,3,1,4,252,12,2011,5,9,2,0
2,1,0,0,65,1574,3.73,23,250,92,1,3.5,295,173,2012,17,4,3,0
4,0,0,0,15,566,3.51,171,65,14,1,3.5,117,66,2010,6,10,4,0
3,0,0,0,16,382,3.74,186,96,20,1,4,73,145,2012,28,4,7,1
4,0,0,0,152,658,3.95,15,409,77,1,4.5,121,448,2012,3,11,7,1
5,0,0,0,4,527,4.3,31,2,1,1,4.5,91,10,2012,21,1,7,1
4,0,0,0,20,408,3.9,5,28,7,1,3.5,78,168,2010,10,4,7,1
3,0,0,0,5,277,3.5,44,6,3,1,3,53,14,2012,4,10,5,0
2,1,2,0,2,351,3,97,4,2,1,4,70,2,2011,17,6,6,0
5,0,1,0,1,981,3.1,4,13,1,1,4,192,10,2012,18,10,5,0
5,0,0,0,0,645,4.25,38,1,0,1,4,118,10,2011,21,1,6,0
5,1,3,2,4,116,4,192,12,5,1,4,25,5,2008,20,7,1,1
5,0,1,1,26,480,3.58,8,31,16,1,4,88,12,2010,10,4,7,1
5,0,4,3,22,949,3.81,315,78,10,1,4,167,144,2012,26,7,5,0
3,0,3,0,3,292,4.13,258,20,1,1,4,56,23,2012,7,7,7,1
5,0,0,0,0,807,0,502,0,0,1,4,145,0,2011,3,7,1,1
1,0,0,0,0,808,1,10,0,0,1,4,149,1,2012,27,8,2,0
3,0,0,0,0,241,4,46,2,0,1,4,46,4,2011,21,3,2,0
3,0,0,0,6,823,3.46,171,25,10,1,4,160,29,2011,9,7,7,1
5,0,3,3,38,1139,3.53,109,90,34,1,3.5,192,53,2009,31,1,7,1
4,0,0,0,241,289,3.71,147,506,151,1,4,49,293,2010,4,9,7,1
5,0,1,0,0,172,5,335,3,0,1,4.5,30,3,2009,3,2,3,0
3,0,3,1,97,1312,3.68,36,158,40,0,3.5,246,77,2009,9,6,3,0
2,0,0,0,10,556,3.4,5,24,13,1,3.5,101,35,2009,14,2,7,1
4,0,0,0,3,126,2.97,8,23,1,1,4.5,26,33,2012,30,10,3,0
4,0,0,0,0,534,0,9,0,0,1,3,96,0,2011,21,10,6,0
4,0,0,0,69,651,3.47,21,165,92,1,4.5,120,165,2012,3,12,2,0
4,0,2,1,0,506,0,18,0,0,1,4,90,0,2010,29,11,2,0
1,3,5,4,87,1087,3.62,8,130,75,1,2,190,34,2009,22,5,6,0
3,0,1,0,41,355,2.99,88,127,64,1,3.5,62,109,2006,6,10,6,0
4,0,0,0,8,180,3.43,94,40,22,1,4,32,97,2011,20,2,1,1
2,1,2,2,1502,437,3.29,39,2132,1492,0,2.5,79,1107,2009,28,8,6,0
3,2,4,1,38,1091,3.91,94,86,27,1,4,188,23,2010,2,5,1,1
4,2,2,2,354,476,3.53,8,492,343,1,4.5,87,247,2009,21,12,2,0
4,0,0,0,3,161,4.13,41,7,5,1,4,28,47,2011,1,8,2,0
4,1,2,1,42,389,3.77,95,86,40,1,3.5,74,62,2012,26,5,7,1
4,1,1,1,5,513,3,46,16,11,1,4,98,10,2010,16,5,1,1
3,1,1,0,751,610,3.71,24,1041,849,1,2,115,319,2012,15,1,1,1
3,0,0,0,0,298,4,187,3,0,1,4,50,4,2010,28,7,4,0
3,0,0,0,421,468,3.65,298,650,393,1,4,93,392,2010,3,3,4,0
2,1,0,1,4,804,2.69,125,10,11,1,3,154,16,2012,12,5,7,1
3,1,2,0,10,582,3.38,25,32,4,1,3.5,108,34,2012,5,9,4,0
3,0,1,0,2,286,3.62,105,6,0,1,4,56,9,2011,30,8,3,0
4,0,0,0,5,725,3.64,63,10,7,1,4,132,14,2010,7,12,3,0
4,0,2,0,0,213,4.5,16,2,0,1,4,35,2,2011,5,9,2,0
1,0,1,0,11,1107,3.9,23,31,12,0,2,199,30,2010,15,4,5,0
1,4,7,0,0,842,1,318,9,5,1,3.5,165,1,2011,6,2,1,1
5,0,1,0,0,16,0,48,0,0,1,4,3,0,2012,5,9,4,0
2,0,3,0,34,947,2.44,229,93,48,1,3.5,180,39,2010,28,3,1,1
3,0,0,0,3,2030,4.11,36,11,2,1,3.5,376,9,2012,30,9,1,1
5,0,1,0,8,1124,4.16,81,24,6,1,4,205,19,2009,3,12,5,0
5,0,1,1,1,252,4.43,803,4,1,1,4,50,7,2012,25,6,2,0
1,0,3,0,1,2263,3.6,4,14,3,1,3.5,428,6,2011,8,5,1,1
4,0,2,2,8,600,4.4,40,11,1,1,4,113,5,2012,10,6,1,1
4,0,3,1,0,970,0,11,0,0,1,3.5,175,0,2010,14,6,2,0
3,0,0,0,17,837,2.59,81,121,54,1,3.5,152,179,2011,14,3,2,0
3,0,0,0,11,349,3.82,74,6,1,1,4,63,12,2011,29,10,7,1
2,1,1,1,3,228,2.33,402,8,5,1,4.5,46,12,2012,30,12,1,1
4,0,1,0,0,469,0,21,0,0,1,4.5,85,0,2011,27,12,3,0
2,2,3,2,958,1144,3.42,114,1455,1220,1,3,211,338,2007,4,9,3,0
5,0,1,1,3,1078,3.89,90,15,4,1,4,189,10,2009,19,8,4,0
4,1,1,2,0,219,0,84,0,0,1,4.5,39,0,2011,15,10,7,1
2,2,1,0,56,1686,4.16,49,132,45,1,4,330,122,2012,20,6,4,0
1,0,1,1,18,315,2.8,54,48,27,1,3.5,66,105,2008,12,8,3,0
5,0,0,0,343,848,3.85,109,747,126,1,4.5,158,1467,2012,28,4,7,1
2,0,0,0,0,240,3.11,3,0,2,1,2.5,45,10,2011,15,5,1,1
1,5,4,0,1,1287,3,61,10,14,1,4.5,248,6,2010,16,10,7,1
4,0,1,0,107,481,3.57,28,204,77,1,4,93,128,2012,5,3,2,0
2,0,0,0,87,696,3.83,29,204,50,1,3.5,137,166,2012,18,11,1,1
2,1,4,2,1502,650,3.29,143,2132,1492,1,4,115,1107,2012,15,7,1,1
4,2,4,2,1876,2448,3.44,93,2523,1569,0,3,449,574,2008,28,3,6,0
2,0,1,0,1,1124,2.4,98,10,2,1,3.5,219,15,2011,26,7,3,0
3,0,0,0,4,281,3.91,453,11,7,1,4,55,11,2009,19,2,5,0
3,1,2,1,58,1419,3.89,137,77,42,1,2.5,249,28,2008,27,4,1,1
3,3,1,2,30,598,4.07,21,82,21,1,3.5,119,59,2008,13,11,5,0
5,1,1,2,23,626,4.08,192,73,29,1,4.5,124,36,2012,13,2,2,0
2,1,1,0,0,649,3.7,186,29,4,1,4,128,23,2011,2,12,6,0
4,0,2,1,34,510,3.4,3,111,46,1,4.5,93,93,2012,11,8,7,1
3,0,1,0,114,281,3.61,137,224,126,1,2.5,50,224,2010,2,6,4,0
2,1,2,0,49,1894,3.66,79,149,44,1,3,383,140,2012,14,10,1,1
2,0,0,0,0,108,3,42,3,1,1,4,19,5,2012,23,2,5,0
5,0,1,0,58,1013,3.69,48,158,64,1,3.5,200,202,2011,22,1,7,1
1,0,0,0,0,208,0,11,0,0,1,2,37,0,2010,22,6,3,0
1,1,0,0,1,95,4,28,12,5,1,3.5,18,20,2011,23,11,4,0
1,4,5,1,0,177,0,33,0,0,1,3,29,0,2009,20,8,5,0
5,0,1,1,13,602,4,134,36,4,1,4,117,24,2009,20,6,7,1
3,0,0,0,152,345,3.95,34,409,77,1,3.5,66,448,2012,6,7,6,0
5,0,0,0,177,926,3.75,5,279,104,0,4,158,153,2008,25,5,1,1
3,1,2,1,17,1320,3.4,652,28,17,1,4,254,15,2009,10,1,7,1
4,0,0,0,41,624,4.18,19,113,42,1,3.5,123,206,2010,2,10,7,1
2,0,0,0,18,316,3.19,73,37,19,1,3,57,28,2010,5,2,6,0
3,2,5,2,151,893,3.92,268,233,90,1,4,182,135,2012,22,8,4,0
4,0,1,0,42,567,3.84,21,103,31,1,3.5,104,92,2012,22,5,3,0
5,0,1,0,0,124,3.87,162,13,1,1,4,19,23,2012,17,4,3,0
4,0,0,0,123,407,3.45,38,171,141,1,4.5,77,84,2010,8,12,4,0
2,2,5,4,1053,1605,3.74,140,1298,759,0,3,300,356,2007,4,7,4,0
4,2,2,2,557,565,3.77,19,819,408,1,4,102,252,2012,1,2,4,0
3,0,0,0,2,548,3.78,198,5,2,1,3,102,9,2012,11,9,3,0
4,0,1,0,80,1670,3.85,100,213,46,1,4,314,137,2011,30,5,2,0
5,0,0,0,1,308,3.14,116,2,3,0,4,59,9,2011,18,12,1,1
3,0,0,0,4,630,2.24,5,15,5,1,4,114,17,2012,25,6,2,0
5,2,2,3,5,387,3.84,50,9,3,1,4.5,78,25,2010,1,1,6,0
1,0,1,0,0,506,1,65,1,0,1,2.5,92,1,2011,3,11,5,0
5,2,1,0,1,151,3.57,138,3,5,1,3.5,30,7,2009,3,4,6,0
3,1,1,0,24,1430,3.71,194,52,22,1,4,254,45,2012,30,4,2,0
5,1,2,1,24,528,4.29,95,75,26,0,3.5,102,63,2011,29,9,5,0
3,0,0,0,9,244,3.86,37,25,11,1,4,45,35,2010,24,8,3,0
5,0,2,0,18,334,3.55,652,60,11,1,4,62,42,2010,23,6,4,0
5,0,1,0,0,250,5,3,2,0,1,5,48,3,2011,19,3,7,1
3,14,10,10,8429,977,3.67,68,8401,10451,1,3,189,517,2008,9,5,6,0
2,0,0,0,0,227,2.67,41,1,1,1,4,37,3,2012,28,11,4,0
4,0,2,1,247,545,3.83,50,316,153,1,3.5,97,152,2009,10,8,2,0
5,1,2,0,20,412,3.45,38,63,39,1,4,73,12,2012,31,1,3,0
4,3,2,2,285,397,3.84,45,457,147,1,4,76,189,2009,12,4,1,1
2,0,0,0,193,164,3.26,92,442,242,1,3.5,31,229,2010,10,8,3,0
4,0,0,0,2,400,4.7,44,12,4,1,4,77,14,2010,7,10,5,0
3,0,0,0,12,495,2.91,165,43,14,1,3.5,95,79,2011,3,11,5,0
2,1,2,1,37,70,3.41,171,64,25,1,3.5,11,37,2012,11,9,3,0
3,0,0,0,2202,630,3.63,4,2575,1614,1,3,109,569,2011,2,5,2,0
3,0,1,0,130,231,3.74,136,258,108,1,3.5,50,661,2012,21,10,1,1
5,2,2,1,5,709,4.41,144,18,6,1,4,127,22,2011,1,12,5,0
4,1,2,1,144,606,4.3,42,243,76,1,3,115,152,2009,9,1,6,0
3,4,4,4,2504,1350,4.1,90,2746,1884,1,3.5,265,398,2010,30,7,6,0
4,0,1,0,4,196,3.85,147,22,11,1,3.5,33,34,2011,22,5,1,1
5,0,2,1,1,186,4,4,6,1,1,4.5,31,5,2009,9,10,6,0
2,2,1,1,83,292,3.43,5,170,39,1,2.5,60,111,2010,11,1,2,0
2,1,1,0,5,1096,3,441,25,13,1,4,209,18,2012,5,5,7,1
4,0,0,0,3,583,3.33,299,6,3,1,4,110,18,2009,21,9,2,0
4,0,0,0,14,471,3.47,67,32,15,1,3.5,85,36,2010,15,5,7,1
2,0,1,1,2,927,3.78,99,9,0,1,3.5,174,9,2012,6,5,1,1
4,0,0,0,0,808,0,39,0,0,1,4,136,0,2012,7,10,1,1
2,1,1,1,5,3225,3.64,29,10,6,0,4,576,11,2010,1,3,2,0
4,0,0,0,120,168,3.8,862,233,133,1,3,31,158,2011,28,9,4,0
1,1,3,1,47,873,3.51,23,129,42,1,2,163,72,2009,20,10,3,0
1,0,0,0,0,920,2.5,58,4,3,1,3,186,4,2012,28,11,4,0
4,0,1,0,0,231,4,61,1,0,1,4,47,1,2012,22,6,6,0
2,1,2,1,105,2815,3.64,70,217,59,1,4,495,157,2010,21,11,1,1
4,0,0,0,4,1117,3.44,217,27,3,1,4,215,25,2010,8,8,1,1
4,0,0,0,217,395,3.91,14,415,91,1,3.5,82,304,2012,29,12,7,1
4,0,1,1,21,370,3.62,51,91,15,1,3.5,65,87,2012,8,6,6,0
2,0,0,0,560,436,3.36,36,876,487,1,3.5,82,475,2011,23,5,2,0
4,0,0,0,6,650,3.46,15,26,3,1,3.5,106,39,2012,5,8,1,1
1,0,0,0,3,1987,3.72,44,11,6,1,3,371,21,2011,7,12,4,0
3,1,4,2,352,743,3.76,75,549,299,1,3.5,133,493,2012,27,4,6,0
2,2,4,2,15,1693,2.83,23,26,15,1,3,333,12,2011,15,10,7,1
5,0,0,0,0,185,5,243,0,0,1,4,32,2,2012,26,11,2,0
5,0,0,0,13,116,4.12,84,53,7,1,4,23,57,2011,13,9,3,0
4,1,1,1,80,1008,3.38,125,205,69,1,4.5,192,126,2011,10,2,5,0
5,1,3,0,50,677,4.21,431,89,18,1,4,126,89,2011,3,2,5,0
2,1,1,1,6,2177,3.88,36,11,4,1,2.5,412,8,2009,21,11,7,1
5,0,0,0,0,79,0,82,0,0,1,4.5,15,0,2012,16,1,2,0
4,0,0,0,0,303,0,3,0,0,0,4,52,0,2009,7,9,2,0
5,0,4,0,8,2206,3.91,118,31,4,1,4.5,393,23,2012,18,1,4,0
4,0,0,0,87,361,3.52,44,274,45,1,3,68,258,2011,26,12,2,0
3,0,1,1,77,1174,3.49,36,205,54,1,3.5,223,120,2009,26,7,1,1
5,0,0,0,0,380,4,103,0,0,1,4,70,3,2011,18,12,1,1
3,0,0,0,2,447,4.19,171,31,2,1,3.5,84,32,2011,22,1,7,1
2,1,2,1,1,3879,3,323,3,1,1,4,695,8,2010,14,11,1,1
5,0,0,0,1,610,4,3,21,10,1,4.5,114,11,2012,15,3,5,0
3,0,1,2,58,1147,3.87,126,86,27,1,4,220,62,2010,23,7,6,0
3,0,2,0,57,3107,3.09,155,127,45,1,3.5,565,54,2012,4,5,6,0
5,0,3,2,100,327,4.01,8,172,79,1,4.5,61,106,2009,21,10,4,0
4,0,0,0,0,392,4,57,1,0,1,3.5,71,1,2011,12,12,2,0
2,0,0,0,3,292,3.17,39,31,8,1,4,52,23,2009,14,8,6,0
2,2,3,0,4,526,3.9,5,25,7,1,3,100,20,2012,27,4,6,0
5,0,0,0,2,197,4.09,76,15,0,1,4,37,11,2011,23,1,1,1
5,0,0,0,1,287,3.89,132,4,1,1,4,56,10,2011,9,8,3,0
5,0,1,0,13,486,3.95,78,31,5,1,5,93,19,2010,2,1,7,1
2,0,1,0,5,341,2.8,79,33,4,1,3.5,67,15,2012,5,6,3,0
3,0,4,4,428,218,3.58,60,593,379,1,3.5,39,149,2009,20,11,6,0
5,0,0,0,0,125,0,15,0,0,1,4,24,0,2012,4,3,1,1
3,0,0,0,10,1046,3.77,525,21,2,1,4,186,13,2007,15,12,7,1
2,0,1,0,0,680,3.5,189,1,0,1,4,126,2,2009,22,11,1,1
2,0,0,0,44,194,3.32,5,197,49,1,4,35,286,2010,12,1,3,0
3,0,0,0,1,303,4,198,6,0,1,3,60,5,2011,15,7,6,0
1,2,2,2,77,379,3.13,167,167,116,1,4,72,135,2012,29,10,2,0
5,3,2,1,1,429,5,60,8,4,0,2,91,2,2011,11,3,6,0
2,0,2,0,10,452,3.48,34,20,1,0,3.5,87,21,2008,9,12,3,0
5,1,2,2,156,1261,3.33,63,227,82,0,3.5,224,66,2008,1,2,6,0
5,0,1,0,4,263,3.91,23,11,7,1,3.5,47,11,2009,12,3,5,0
4,0,2,0,22,953,3.73,444,74,10,1,4,191,48,2012,3,7,3,0
3,0,0,0,491,1200,3.9,163,767,396,1,3,230,320,2010,21,10,5,0
5,0,2,2,46,237,4.56,46,77,13,1,3.5,38,27,2011,18,7,2,0
1,1,1,0,202,1344,3.62,61,296,139,0,3,233,144,2010,19,9,1,1
5,0,0,0,15,421,4.88,180,42,10,1,4,79,59,2010,9,1,7,1
5,1,1,2,116,459,3.87,28,176,47,1,4.5,77,106,2008,13,6,6,0
4,0,1,1,116,895,3.87,19,176,47,0,4,181,106,2008,2,4,4,0
2,0,3,0,19,706,3.38,213,68,12,1,4,134,72,2011,4,1,3,0
5,0,0,1,653,484,3.92,735,1520,462,1,4.5,92,870,2011,19,7,3,0
4,2,4,4,3901,1970,4.29,27,5065,2517,0,3.5,365,670,2010,31,10,1,1
4,1,1,1,199,375,3.55,7,273,136,1,3.5,73,188,2011,6,9,3,0
4,0,1,0,287,373,3.7,79,880,291,1,4,65,537,2011,18,7,2,0
4,3,9,5,2342,896,3.9,489,3104,1890,1,4,169,479,2009,16,7,5,0
4,0,1,0,17,193,3.42,58,56,15,1,3.5,37,48,2010,25,3,5,0
5,1,1,0,0,341,0,12,0,0,1,5,67,0,2012,23,3,6,0
5,0,1,0,12,672,3.96,128,31,4,1,4,129,27,2012,9,4,2,0
5,1,2,1,358,836,3.81,10,625,265,0,4.5,152,522,2008,10,10,6,0
3,0,0,0,0,120,0,99,0,0,1,3.5,21,0,2010,18,10,2,0
4,0,3,2,274,582,4.32,62,404,106,1,4,99,195,2008,6,7,1,1
5,0,3,2,246,1116,3.68,82,475,112,1,4.5,215,160,2010,24,5,2,0
5,0,0,0,0,245,5,230,0,0,1,4.5,44,2,2011,3,11,5,0
4,0,0,0,5,394,4.08,196,9,3,1,3,71,25,2009,18,7,7,1
3,0,2,0,5,2372,4,19,35,3,1,4,443,6,2010,27,10,4,0
4,1,3,1,1815,364,3.84,39,2348,1234,1,4,66,921,2011,28,1,6,0
5,1,1,1,1,27,4.12,276,2,2,1,4.5,4,9,2012,28,11,4,0
3,4,5,4,1136,1458,3.35,70,1322,1466,1,3.5,268,555,2009,5,8,4,0
5,0,0,0,0,360,0,87,0,0,1,4.5,73,0,2009,8,7,4,0
5,0,2,1,1,220,4.83,272,3,4,1,4,42,6,2012,13,7,6,0
3,0,0,0,0,386,3,421,0,0,1,4,76,2,2012,17,9,2,0
2,0,0,0,19,213,3.83,64,55,8,1,3.5,43,53,2011,13,2,1,1
4,0,3,0,22,2734,3.02,154,125,49,1,4,507,80,2012,21,4,7,1
5,1,2,0,0,534,4.5,81,4,1,1,3,104,3,2009,14,10,4,0
2,1,0,0,83,251,3.43,33,170,39,1,3.5,48,111,2010,15,9,4,0
2,0,0,0,0,475,3.5,31,10,1,1,4,92,12,2010,11,6,6,0
4,0,1,1,113,1192,4.27,69,211,64,0,3.5,221,112,2008,12,5,2,0
5,0,0,0,144,297,4.3,9,243,76,1,4.5,58,152,2008,27,10,2,0
2,1,1,2,638,717,3.65,4,1010,386,0,3.5,131,173,2009,14,7,3,0
5,0,0,0,2,337,4.22,80,23,6,1,3.5,63,23,2010,15,5,7,1
5,0,1,0,0,264,0,4,0,0,1,5,51,0,2012,6,7,6,0
5,0,2,3,4,730,3.33,44,19,3,1,4,141,19,2011,22,11,3,0
5,0,0,0,0,156,0,9,0,0,1,3,34,0,2013,4,1,6,0
3,0,0,0,3,1055,3.6,689,5,2,1,4,187,11,2011,22,7,6,0
4,1,2,1,25,599,4,72,41,17,1,3.5,99,27,2008,29,7,3,0
3,0,0,0,0,1604,0,168,0,0,1,4,302,0,2012,24,10,4,0
4,3,6,4,60,969,4.1,87,110,38,1,3.5,165,89,2011,19,3,7,1
5,0,0,0,0,43,5,79,0,0,1,4,7,3,2011,17,4,1,1
5,0,1,0,11,203,4.38,575,51,11,1,4.5,37,9,2011,1,11,3,0
1,4,3,1,135,2360,3.15,477,352,344,1,4.5,445,209,2012,2,7,2,0
4,0,0,0,2,220,3.25,92,3,0,1,3.5,39,4,2013,2,1,4,0
4,0,3,0,32,908,3.73,390,131,27,1,4.5,157,121,2010,6,6,1,1
1,12,3,3,1876,489,3.44,17,2523,1569,1,2.5,87,574,2008,27,5,3,0
2,0,0,0,0,1756,0,4,0,0,1,4.5,313,0,2011,29,8,2,0
5,0,0,0,3,529,3.52,8,26,6,1,4,103,58,2012,10,3,7,1
2,0,0,0,14,76,3.73,323,68,12,1,4,13,30,2011,30,5,2,0
1,0,1,0,188,231,3.38,198,403,104,1,3,43,321,2008,5,3,4,0
4,0,0,0,8,452,4.02,11,46,3,1,3.5,87,47,2012,24,10,4,0
1,2,0,0,0,92,2,5,1,2,1,2.5,21,4,2008,26,7,7,1
1,0,4,0,0,754,1,461,5,0,1,4,141,1,2011,25,10,3,0
3,0,0,0,96,206,4.29,4,133,67,0,3.5,39,59,2011,10,7,1,1
5,0,1,0,0,925,4.75,3,5,1,1,4.5,175,5,2012,20,5,1,1
4,0,0,0,5,298,3.75,31,9,2,1,3.5,48,16,2012,24,8,6,0
5,0,1,0,0,224,4.5,60,5,2,1,3.5,41,8,2011,11,4,2,0
2,1,1,2,110,1091,3.77,3,257,144,1,2.5,209,88,2010,9,12,5,0
